Position	b17f7e44-a968-4207-aa50-3a94ad945de6_wxs_gdc_realn.bam
chr21:39770792-39770903	
chr21:39609453-39609565	
chr21:39511668-39511779	0
chr21:39508947-39509057	0
chr21:39499714-39499825	
chr21:39396998-39397108	0
chr21:39396635-39396754	
chr21:39345059-39345188	0
chr21:39278651-39278763	0
chr21:39276089-39276204	0
chr21:39274254-39274376	
chr21:39265071-39265186	
chr21:39264378-39264497	
chr21:39183256-39183372	
chr21:39127433-39127552	
chr21:38878387-38878498	
chr21:38810075-38810186	0
chr21:38809963-38810074	0
chr21:38402662-38402781	
chr21:37472986-37473098	
chr21:37266959-37267071	
chr21:37197704-37197818	
chr21:37192179-37192293	0
chr21:37186972-37187082	0
chr21:37150003-37150117	0
chr21:37147681-37147797	
chr21:37125991-37126105	0
chr21:36930460-36930571	
chr21:36756400-36756528	0
chr21:36719896-36720007	
chr21:36486936-36487052	
chr21:36485803-36485917	0
chr21:36415224-36415336	
chr21:36397341-36397453	
chr21:36394680-36394799	
chr21:36391413-36391530	
chr21:36387770-36387885	
chr21:36362192-36362310	0
chr21:36338922-36339032	0
chr21:36338598-36338709	
chr21:36333739-36333851	0
chr21:36293155-36293270	
chr21:36292206-36292321	
chr21:36288600-36288714	1
chr21:36276790-36276909	
chr21:36253703-36253813	
chr21:36253587-36253702	
chr21:36247583-36247694	
chr21:36219495-36219605	
chr21:36199392-36199503	
chr21:36146545-36146656	
chr21:36145910-36146031	
chr21:36130377-36130495	0
chr21:36070803-36070930	
chr21:36058672-36058791	
chr21:36057430-36057544	
chr21:36053640-36053750	
chr21:36048083-36048195	
chr21:36041846-36041957	
chr21:36036240-36036352	
chr21:35599653-35599771	
chr21:34892976-34893088	0
chr21:34708096-34708211	
chr21:34707387-34707520	
chr21:34523734-34523846	
chr21:34103265-34103381	0
chr21:34099553-34099663	0
chr21:34098413-34098523	0
chr21:34097942-34098053	0
chr21:33886160-33886278	
chr21:33858854-33858965	
chr21:33836820-33836931	
chr21:33813773-33813887	
chr21:33810745-33810855	
chr21:33722494-33722609	0
chr21:33535280-33535397	
chr21:33531519-33531639	
chr21:33530880-33530991	0
chr21:33528706-33528822	
chr21:33528568-33528682	
chr21:33525034-33525149	
chr21:33509764-33509874	0
chr21:33506097-33506210	
chr21:33488978-33489092	0
chr21:33436669-33436779	
chr21:33432840-33432953	
chr21:33426744-33426855	
chr21:33282979-33283090	0
chr21:33262724-33262839	
chr21:33252031-33252169	
chr21:33244884-33244994	0
chr21:33169969-33170081	
chr21:32784874-32784986	
chr21:32784724-32784837	
chr21:32760852-32760984	
chr21:32755077-32755193	
chr21:32744706-32744818	0
chr21:32744565-32744675	
chr21:32638691-32638806	
chr21:32609712-32609825	0
chr21:32607544-32607661	
chr21:32601734-32601848	
chr21:32582544-32582662	
chr21:32467855-32467971	
chr21:32345267-32345377	
chr21:32270212-32270326	
chr21:32268890-32269001	0
chr21:31940177-31940291	
chr21:31702458-31702569	
chr21:31696530-31696643	
chr21:31684949-31685059	
chr21:31671941-31672051	0
chr21:31251591-31251708	
chr21:31245322-31245447	
chr21:31225606-31225721	
chr21:31202972-31203091	
chr21:31130046-31130162	
chr21:31061641-31061755	
chr21:31060535-31060651	
chr21:29654579-29654696	
chr21:29576835-29576945	
chr21:29553482-29553597	
chr21:29537839-29537949	0
chr21:29159785-29159896	
chr21:29066581-29066694	0
chr21:29063275-29063386	
chr21:29061537-29061647	
chr21:29037529-29037654	
chr21:29028073-29028189	
chr21:29027783-29027893	0
chr21:28984602-28984714	
chr21:28982166-28982276	
chr21:28966833-28966944	0
chr21:28965781-28965892	0
chr21:28960335-28960446	
chr21:28947566-28947676	0
chr21:28931016-28931150	0
chr21:28902017-28902128	
chr21:28883030-28883143	0
chr21:27143873-27143984	
chr21:26930130-26930242	
chr21:26842643-26842753	
chr21:26480515-26480626	
chr21:25954712-25954822	
chr21:25911958-25912077	0
chr21:25764099-25764211	0
chr21:25725388-25725501	
chr21:25706125-25706244	1
chr21:25604037-25604148	
chr21:21466528-21466647	0
chr21:21410496-21410609	
chr21:19740047-19740157	0
chr21:19245653-19245772	0
chr21:18372048-18372189	
chr21:18359579-18359689	0
chr21:18280975-18281087	0
chr21:18279122-18279233	
chr21:18278874-18278997	0
chr21:18256442-18256555	0
chr21:17565232-17565364	
chr21:16095221-16095332	
chr21:16071045-16071158	0
chr21:15877719-15877829	0
chr21:15866152-15866271	
chr21:15864435-15864546	
chr21:15864108-15864222	
chr21:15831235-15831346	0
chr21:15808709-15808819	
chr21:15762992-15763102	
chr21:14615813-14615938	0
chr21:14510094-14510206	
chr21:14185832-14185945	
chr21:14165350-14165460	0
chr21:14068454-14068566	
chr21:14001963-14002074	
chr21:13975704-13975816	
chr21:13944935-13945052	
chr21:13940724-13940841	
chr21:13939314-13939426	
chr21:13934202-13934312	
chr21:13764959-13765073	
chr21:13526587-13526699	
chr21:13457884-13457994	0
chr21:13405385-13405496	
chr21:13404932-13405047	0
chr21:13398892-13399009	0
chr21:13350375-13350500	
chr21:13038403-13038518	
chr21:10731890-10732028	1
chr21:10731324-10731441	
chr21:10705327-10705447	0
chr21:10693031-10693151	0
chr21:10692981-10693125	0
chr21:10692876-10693005	0
chr21:10692781-10692927	0
chr21:10692736-10692880	0
chr21:10692413-10692548	0
chr21:10692314-10692486	0
chr21:10662369-10662503	0
chr21:10658712-10658864	0
chr21:10656315-10656458	1
chr21:10655548-10655693	0
chr21:10613331-10613441	
chr21:10595859-10595972	0
chr21:10592116-10592235	
chr21:10542557-10542671	0
chr21:10542513-10542640	1
chr21:10516406-10516519	0
chr21:10516084-10516197	
chr21:10499403-10499516	0
chr21:10497520-10497637	1
chr21:10426591-10426701	
chr21:10426576-10426690	
chr21:10331634-10331745	0
chr21:9823453-9823564	
chr21:9820638-9820766	0
chr21:9810785-9810899	
chr21:9580412-9580529	
chr21:9248818-9248961	0
chr21:9247483-9247606	
chr21:9247439-9247554	0
chr21:9246971-9247092	0
chr21:9246812-9246941	0
chr21:9246197-9246313	0
chr21:9068290-9068403	
chr21:8877263-8877383	
chr21:8877176-8877289	
chr21:8877153-8877265	
chr21:8471489-8471600	0
chr21:8471392-8471519	0
chr21:8470608-8470722	0
chr21:8466900-8467017	0
chr21:8465313-8465425	0
chr21:8465066-8465179	0
chr21:8464727-8464844	0
chr21:8464669-8464802	0
chr21:8464641-8464757	0
chr21:8464476-8464589	1
chr21:8464335-8464445	0
chr21:8464185-8464309	0
chr21:8464172-8464283	0
chr21:8463966-8464077	0
chr21:8463136-8463249	0
chr21:8462155-8462266	0
chr21:8462061-8462196	0
chr21:8462037-8462164	0
chr21:8461923-8462036	0
chr21:8461837-8461948	0
chr21:8461706-8461821	0
chr21:8461625-8461737	0
chr21:8461477-8461592	0
chr21:8461421-8461536	0
chr21:8461281-8461419	0
chr21:8461186-8461299	0
chr21:8461110-8461224	0
chr21:8460967-8461084	0
chr21:8460862-8460987	0
chr21:8460763-8460877	0
chr21:8460633-8460753	0
chr21:8460578-8460693	0
chr21:8460494-8460606	0
chr21:8460403-8460514	0
chr21:8460303-8460432	0
chr21:8460184-8460299	0
chr21:8460063-8460185	0
chr21:8460022-8460136	0
chr21:8459729-8459844	0
chr21:8459525-8459668	0
chr21:8459152-8459279	1
chr21:8458687-8458801	0
chr21:8458535-8458683	0
chr21:8457805-8457917	0
chr21:8457680-8457791	0
chr21:8457644-8457764	0
chr21:8457409-8457522	0
chr21:8457190-8457311	0
chr21:8457066-8457188	0
chr21:8457043-8457154	0
chr21:8456904-8457018	0
chr21:8456805-8456916	1
chr21:8456774-8456892	0
chr21:8456630-8456751	0
chr21:8456539-8456652	0
chr21:8456487-8456602	0
chr21:8456404-8456532	0
chr21:8456282-8456399	0
chr21:8456157-8456268	0
chr21:8456142-8456256	0
chr21:8455997-8456109	0
chr21:8455970-8456084	0
chr21:8455931-8456046	0
chr21:8455804-8455935	0
chr21:8455714-8455825	0
chr21:8455439-8455552	0
chr21:8455415-8455525	0
chr21:8455146-8455264	0
chr21:8455074-8455218	0
chr21:8454218-8454329	0
chr21:8454094-8454210	0
chr21:8453186-8453329	0
chr21:8452334-8452469	0
chr21:8451678-8451792	0
chr21:8450633-8450783	0
chr21:8449945-8450094	0
chr21:8449730-8449879	0
chr21:8448045-8448199	0
chr21:8448010-8448126	0
chr21:8447967-8448094	0
chr21:8447863-8448016	0
chr21:8446161-8446279	0
chr21:8430311-8430427	0
chr21:8429971-8430082	0
chr21:8429097-8429214	0
chr21:8427682-8427806	0
chr21:8426928-8427039	0
chr21:8426047-8426161	1
chr21:8422340-8422457	0
chr21:8420730-8420842	0
chr21:8420617-8420730	0
chr21:8420485-8420598	0
chr21:8420408-8420533	0
chr21:8420232-8420348	0
chr21:8420151-8420268	0
chr21:8420105-8420226	0
chr21:8420077-8420193	0
chr21:8420047-8420165	0
chr21:8419912-8420025	0
chr21:8419771-8419881	0
chr21:8419751-8419864	0
chr21:8419623-8419745	0
chr21:8419610-8419721	0
chr21:8419404-8419515	0
chr21:8418573-8418687	0
chr21:8417592-8417703	0
chr21:8417566-8417679	0
chr21:8417551-8417669	0
chr21:8417506-8417633	0
chr21:8417482-8417609	0
chr21:8417368-8417481	0
chr21:8417282-8417393	0
chr21:8417151-8417266	0
chr21:8416922-8417037	0
chr21:8416719-8416857	0
chr21:8416624-8416737	0
chr21:8416548-8416662	0
chr21:8416300-8416425	0
chr21:8416201-8416315	0
chr21:8416071-8416191	0
chr21:8416016-8416131	0
chr21:8415741-8415870	0
chr21:8415622-8415737	0
chr21:8415501-8415623	0
chr21:8415460-8415574	0
chr21:8415294-8415409	0
chr21:8415167-8415282	0
chr21:8415023-8415141	0
chr21:8414963-8415106	0
chr21:8414590-8414717	0
chr21:8414125-8414239	0
chr21:8413973-8414121	0
chr21:8413243-8413355	0
chr21:8413118-8413229	0
chr21:8413082-8413202	0
chr21:8412949-8413094	0
chr21:8412847-8412960	0
chr21:8412628-8412749	0
chr21:8412244-8412355	0
chr21:8412213-8412331	0
chr21:8412073-8412190	0
chr21:8411982-8412095	0
chr21:8411930-8412045	0
chr21:8411845-8411975	1
chr21:8411723-8411840	0
chr21:8411567-8411678	0
chr21:8411517-8411641	0
chr21:8411268-8411378	0
chr21:8411165-8411277	0
chr21:8410927-8411071	0
chr21:8410071-8410182	0
chr21:8409947-8410063	0
chr21:8409019-8409182	0
chr21:8408159-8408302	0
chr21:8407503-8407617	0
chr21:8407444-8407588	0
chr21:8406446-8406596	0
chr21:8405750-8405907	0
chr21:8405590-8405708	0
chr21:8405523-8405676	0
chr21:8404742-8404898	0
chr21:8403838-8403992	0
chr21:8403803-8403919	0
chr21:8403760-8403887	0
chr21:8403656-8403809	0
chr21:8402403-8402552	0
chr21:8387842-8387976	0
chr21:8386703-8386821	
chr21:8247369-8247488	0
chr21:8247287-8247403	0
chr21:8246947-8247058	0
chr21:8246073-8246190	1
chr21:8244658-8244782	0
chr21:8243904-8244015	0
chr21:8243023-8243137	0
chr21:8239316-8239433	0
chr21:8237706-8237818	0
chr21:8237593-8237706	0
chr21:8237348-8237461	0
chr21:8237220-8237342	0
chr21:8237207-8237318	0
chr21:8237001-8237112	0
chr21:8236170-8236284	0
chr21:8235189-8235300	0
chr21:8235163-8235276	0
chr21:8235148-8235266	0
chr21:8235103-8235230	0
chr21:8235079-8235206	0
chr21:8234965-8235078	0
chr21:8234879-8234990	0
chr21:8234748-8234863	0
chr21:8234519-8234634	0
chr21:8234468-8234580	0
chr21:8234316-8234431	0
chr21:8234260-8234375	0
chr21:8234128-8234258	0
chr21:8234033-8234146	0
chr21:8233957-8234071	0
chr21:8233709-8233834	0
chr21:8233610-8233724	0
chr21:8233480-8233600	0
chr21:8233425-8233540	0
chr21:8233148-8233279	0
chr21:8233029-8233144	0
chr21:8232909-8233031	0
chr21:8232868-8232982	0
chr21:8232575-8232690	0
chr21:8232371-8232514	0
chr21:8231533-8231647	0
chr21:8231397-8231529	0
chr21:8230666-8230779	0
chr21:8230536-8230647	0
chr21:8230500-8230620	0
chr21:8230369-8230512	0
chr21:8230267-8230380	0
chr21:8230048-8230169	0
chr21:8229924-8230046	0
chr21:8229901-8230012	0
chr21:8229762-8229876	0
chr21:8229663-8229774	1
chr21:8229632-8229750	0
chr21:8229492-8229609	0
chr21:8229401-8229514	0
chr21:8229349-8229464	0
chr21:8229264-8229394	0
chr21:8229142-8229259	0
chr21:8229017-8229128	0
chr21:8229002-8229116	0
chr21:8228857-8228969	0
chr21:8228830-8228944	0
chr21:8228791-8228906	0
chr21:8228658-8228799	0
chr21:8228568-8228679	0
chr21:8228435-8228554	0
chr21:8228269-8228379	0
chr21:8227928-8228072	0
chr21:8227571-8227683	0
chr21:8227072-8227183	0
chr21:8226948-8227064	0
chr21:8226589-8226708	0
chr21:8226020-8226183	0
chr21:8225160-8225303	0
chr21:8224504-8224618	0
chr21:8224445-8224589	0
chr21:8223447-8223597	0
chr21:8223395-8223513	0
chr21:8222751-8222908	0
chr21:8222591-8222709	0
chr21:8222521-8222677	0
chr21:8221743-8221899	0
chr21:8220804-8220920	0
chr21:8220761-8220888	0
chr21:8220657-8220810	0
chr21:8220136-8220285	0
chr21:8220049-8220186	0
chr21:8220026-8220140	0
chr21:8219981-8220110	0
chr21:8219935-8220047	0
chr21:8219879-8220004	0
chr21:8213133-8213243	
chr21:8213081-8213198	
chr21:7956193-7956311	0
chr21:7938367-7938487	0
chr21:7938347-7938466	0
chr21:7261181-7261340	0
chr21:7259750-7259874	0
chr21:7259284-7259405	0
chr21:7259083-7259215	1
chr21:7258919-7259038	0
chr21:7258718-7258859	0
chr21:7258630-7258747	0
chr21:7258121-7258238	0
chr21:7257985-7258105	0
chr21:7257918-7258040	0
chr21:6899911-6900025	
chr21:6486010-6486120	
chr21:6484617-6484728	
chr21:6460273-6460388	
chr21:5329666-5329785	0
chr20:64208049-64208165	
chr20:64207986-64208097	
chr20:64207950-64208067	
chr20:64105721-64105832	
chr20:64016889-64017004	0
chr20:63940014-63940126	
chr20:63930994-63931107	
chr20:63862995-63863111	
chr20:63701948-63702062	
chr20:63532400-63532510	
chr20:63442612-63442735	
chr20:63431250-63431364	0
chr20:63413159-63413269	0
chr20:62892982-62893094	
chr20:62846129-62846241	
chr20:62570375-62570486	0
chr20:62388240-62388352	0
chr20:62333786-62333906	
chr20:62318310-62318429	
chr20:62286399-62286512	
chr20:62137074-62137188	
chr20:62136667-62136778	0
chr20:62134424-62134540	
chr20:62128775-62128885	
chr20:62012666-62012781	
chr20:61719140-61719251	0
chr20:60012678-60012788	0
chr20:59947987-59948098	0
chr20:59947454-59947564	0
chr20:59945682-59945792	0
chr20:59922376-59922491	0
chr20:59880493-59880610	0
chr20:59864407-59864518	0
chr20:59864349-59864459	0
chr20:59841241-59841360	
chr20:59840288-59840398	0
chr20:59038599-59038718	
chr20:59036723-59036835	0
chr20:59028690-59028801	0
chr20:58994512-58994630	0
chr20:58992798-58992916	
chr20:58899599-58899714	
chr20:58712322-58712434	
chr20:58691643-58691764	0
chr20:58671387-58671523	
chr20:58659397-58659509	0
chr20:58359445-58359563	
chr20:58248289-58248440	0
chr20:57610053-57610165	0
chr20:57565198-57565308	1
chr20:57514763-57514875	0
chr20:57367062-57367172	0
chr20:57338396-57338509	0
chr20:57334105-57334222	0
chr20:57265588-57265701	
chr20:56636475-56636590	0
chr20:56631135-56631246	0
chr20:56384399-56384511	
chr20:56248578-56248693	0
chr20:55075125-55075280	
chr20:54058543-54058663	0
chr20:53994838-53994967	
chr20:53941371-53941483	
chr20:53875184-53875295	0
chr20:53581359-53581472	
chr20:53571810-53571920	0
chr20:52164709-52164820	
chr20:52159918-52160032	
chr20:52097403-52097521	
chr20:52097063-52097173	0
chr20:51697213-51697330	
chr20:51676258-51676370	
chr20:51676174-51676287	0
chr20:51669895-51670006	0
chr20:51398713-51398824	
chr20:51398520-51398633	
chr20:50960695-50960811	0
chr20:50960383-50960493	0
chr20:50935193-50935305	1
chr20:50818082-50818198	0
chr20:50737764-50737880	0
chr20:50143651-50143763	
chr20:50015297-50015409	
chr20:49946210-49946325	0
chr20:49878155-49878267	
chr20:49878026-49878137	0
chr20:49850713-49850823	0
chr20:49829472-49829584	0
chr20:49257652-49257769	0
chr20:49243877-49243987	
chr20:49242667-49242790	0
chr20:49159098-49159211	1
chr20:49158854-49158980	0
chr20:49153856-49153975	0
chr20:49134384-49134499	
chr20:49118374-49118484	0
chr20:49094973-49095083	0
chr20:49092158-49092268	
chr20:49090510-49090620	
chr20:49089176-49089288	0
chr20:49077103-49077222	0
chr20:49066981-49067106	
chr20:49063076-49063189	
chr20:49032923-49033037	0
chr20:49031867-49031979	
chr20:49011781-49011901	
chr20:48998487-48998601	0
chr20:48675989-48676103	
chr20:48652441-48652559	0
chr20:47653318-47653440	
chr20:47652267-47652377	0
chr20:47651042-47651171	0
chr20:47642117-47642228	
chr20:47637749-47637863	0
chr20:47627991-47628106	0
chr20:47623743-47623857	
chr20:47249209-47249319	0
chr20:47238772-47238895	0
chr20:47238615-47238727	
chr20:47169051-47169172	
chr20:46600373-46600495	
chr20:46600122-46600234	
chr20:46592211-46592329	
chr20:46128254-46128377	0
chr20:46054765-46054879	
chr20:46013045-46013159	
chr20:45891548-45891674	
chr20:45884307-45884430	0
chr20:45884055-45884193	0
chr20:45841959-45842072	
chr20:45814221-45814350	
chr20:45800944-45801056	0
chr20:45796337-45796450	
chr20:45787664-45787774	
chr20:45704637-45704751	
chr20:45512511-45512634	0
chr20:45469766-45469876	0
chr20:45409947-45410067	0
chr20:44994942-44995055	
chr20:44935312-44935437	0
chr20:44906454-44906577	
chr20:44756811-44756924	0
chr20:44636272-44636382	0
chr20:44618088-44618199	
chr20:44424082-44424199	0
chr20:44279472-44279586	
chr20:44258662-44258772	0
chr20:44065868-44065979	1
chr20:43711379-43711491	0
chr20:43637218-43637329	0
chr20:43620789-43620899	0
chr20:43571152-43571262	
chr20:43571014-43571152	0
chr20:43566906-43567018	
chr20:42886000-42886121	
chr20:42677798-42677909	
chr20:42085902-42086014	
chr20:41499321-41499431	
chr20:41416458-41416570	
chr20:38992581-38992691	
chr20:38895731-38895844	
chr20:38767286-38767400	
chr20:38648572-38648683	0
chr20:38646887-38647002	0
chr20:38641829-38641952	0
chr20:38562698-38562809	0
chr20:38558417-38558529	1
chr20:38554119-38554233	
chr20:38553727-38553851	
chr20:38525626-38525738	
chr20:38517438-38517552	0
chr20:38497475-38497586	0
chr20:38161323-38161448	
chr20:38048217-38048327	0
chr20:37802750-37802862	0
chr20:37737175-37737294	
chr20:37603215-37603374	
chr20:37241348-37241458	0
chr20:37213542-37213652	
chr20:37200304-37200417	0
chr20:37198575-37198685	
chr20:37119586-37119722	0
chr20:37113823-37113945	0
chr20:37068138-37068249	0
chr20:37067082-37067198	0
chr20:37056301-37056422	
chr20:37055986-37056098	
chr20:37044282-37044399	0
chr20:37043983-37044102	
chr20:37035066-37035177	0
chr20:37032525-37032635	0
chr20:37003575-37003688	0
chr20:36927264-36927384	
chr20:36926981-36927095	
chr20:36877713-36877828	
chr20:36817437-36817553	
chr20:36817216-36817334	
chr20:36755920-36756039	
chr20:36607863-36607977	1
chr20:36499160-36499272	0
chr20:36314877-36314988	
chr20:36076169-36076279	
chr20:35871864-35871974	
chr20:35847274-35847388	0
chr20:35842502-35842613	
chr20:35753685-35753798	0
chr20:35736380-35736492	0
chr20:35732230-35732345	
chr20:35724382-35724497	
chr20:35716644-35716757	0
chr20:35706977-35707101	0
chr20:35705056-35705168	0
chr20:35658752-35658889	
chr20:35627137-35627259	
chr20:35555762-35555880	
chr20:35511286-35511400	
chr20:35508267-35508378	
chr20:35501764-35501885	
chr20:35383802-35383913	
chr20:35382059-35382169	
chr20:35251827-35251939	0
chr20:35077922-35078032	0
chr20:35044361-35044480	0
chr20:34999700-34999811	0
chr20:34919526-34919670	
chr20:34875170-34875286	0
chr20:34758979-34759092	
chr20:34750472-34750585	
chr20:34746880-34747002	0
chr20:34645152-34645265	0
chr20:34637939-34638053	
chr20:34634478-34634593	1
chr20:34581641-34581754	0
chr20:34449564-34449674	1
chr20:34445210-34445327	
chr20:34413912-34414022	0
chr20:34215463-34215573	0
chr20:34103660-34103774	
chr20:34077049-34077159	0
chr20:33714465-33714592	
chr20:33623914-33624033	1
chr20:33619382-33619497	
chr20:33573906-33574019	
chr20:33394114-33394227	0
chr20:33387206-33387322	0
chr20:33366963-33367077	0
chr20:33240480-33240630	
chr20:33237848-33238001	
chr20:33015549-33015663	
chr20:32867792-32867902	0
chr20:32839628-32839740	0
chr20:32826164-32826286	
chr20:32706462-32706576	0
chr20:32704460-32704577	0
chr20:32703489-32703599	
chr20:32486590-32486701	0
chr20:32310909-32311025	0
chr20:32230644-32230760	
chr20:32196285-32196396	
chr20:32031189-32031306	0
chr20:31925792-31925905	0
chr20:31884168-31884290	0
chr20:31766745-31766866	
chr20:31766404-31766546	
chr20:31644909-31645024	
chr20:31569050-31569163	1
chr20:31554631-31554746	
chr20:31527287-31527400	
chr20:31472867-31472987	
chr20:31404693-31404821	0
chr20:31343646-31343759	
chr20:31274137-31274248	
chr20:31241910-31242028	1
chr20:31241860-31241979	0
chr20:31241780-31241904	0
chr20:31241735-31241854	0
chr20:31241685-31241834	0
chr20:31241665-31241784	0
chr20:31241630-31241764	0
chr20:31241575-31241729	0
chr20:31201577-31201731	1
chr20:31201517-31201662	0
chr20:31189227-31189383	0
chr20:31189155-31189323	0
chr20:31186994-31187120	0
chr20:31186577-31186734	0
chr20:31186554-31186671	0
chr20:31186499-31186619	0
chr20:31186429-31186566	0
chr20:31185848-31185977	0
chr20:31185767-31185927	0
chr20:31185548-31185677	0
chr20:31185321-31185470	0
chr20:31185196-31185313	0
chr20:31185011-31185128	0
chr20:31158204-31158367	0
chr20:31157775-31157920	0
chr20:31106778-31106921	0
chr20:31105981-31106154	0
chr20:31083398-31083533	0
chr20:31075928-31076056	0
chr20:31075872-31075990	0
chr20:31075854-31075971	0
chr20:31075738-31075861	0
chr20:31075715-31075835	0
chr20:31075615-31075769	0
chr20:31075543-31075681	0
chr20:31075442-31075557	0
chr20:31075397-31075514	0
chr20:31075348-31075491	0
chr20:31075036-31075166	0
chr20:31074942-31075096	1
chr20:31074588-31074737	0
chr20:31074369-31074491	0
chr20:31074254-31074393	0
chr20:31074145-31074265	0
chr20:31074035-31074188	0
chr20:31073783-31073903	0
chr20:31073614-31073738	0
chr20:31073570-31073693	0
chr20:31073524-31073648	0
chr20:31073486-31073603	0
chr20:31072989-31073124	0
chr20:31072944-31073068	0
chr20:31072898-31073023	0
chr20:31072814-31072933	0
chr20:31072769-31072888	0
chr20:31072710-31072825	0
chr20:31072402-31072542	1
chr20:31072064-31072186	0
chr20:31072017-31072148	1
chr20:31071898-31072031	0
chr20:31071852-31071968	0
chr20:31071800-31071944	0
chr20:31071751-31071889	0
chr20:31071711-31071849	0
chr20:31071666-31071794	0
chr20:31071612-31071754	0
chr20:31071572-31071699	0
chr20:31071291-31071441	0
chr20:31071194-31071344	0
chr20:31071000-31071134	0
chr20:31070515-31070631	0
chr20:31069985-31070146	0
chr20:31069438-31069600	1
chr20:31069228-31069381	0
chr20:31069184-31069308	0
chr20:31069025-31069165	0
chr20:31068954-31069077	1
chr20:31068908-31069023	0
chr20:31068688-31068806	1
chr20:31068659-31068787	0
chr20:31068584-31068743	0
chr20:31068446-31068564	0
chr20:31068369-31068494	1
chr20:31068158-31068274	0
chr20:31068133-31068257	0
chr20:31068090-31068205	1
chr20:31068017-31068169	1
chr20:31067526-31067659	0
chr20:31067451-31067580	0
chr20:31067431-31067550	0
chr20:31067337-31067480	0
chr20:31067099-31067245	0
chr20:31067032-31067164	0
chr20:31066965-31067095	0
chr20:31066908-31067026	0
chr20:31066390-31066539	0
chr20:31066118-31066256	0
chr20:31066075-31066191	1
chr20:31066034-31066150	0
chr20:31065917-31066038	0
chr20:31065853-31065974	0
chr20:31065720-31065857	0
chr20:31065658-31065783	0
chr20:31065363-31065513	0
chr20:31065265-31065381	0
chr20:31065176-31065296	0
chr20:31065000-31065178	0
chr20:31064668-31064784	0
chr20:31064614-31064731	0
chr20:31064564-31064681	0
chr20:31064508-31064643	0
chr20:31064452-31064574	0
chr20:31064140-31064263	0
chr20:31064074-31064198	0
chr20:31063950-31064108	0
chr20:31063856-31063973	0
chr20:31063788-31063955	0
chr20:31063694-31063818	0
chr20:31063548-31063669	0
chr20:31063283-31063442	0
chr20:31063214-31063353	0
chr20:31063112-31063235	0
chr20:31063014-31063131	0
chr20:31062975-31063093	0
chr20:31062669-31062793	0
chr20:31062565-31062684	0
chr20:31062459-31062583	0
chr20:31062414-31062538	0
chr20:31062247-31062373	1
chr20:31061985-31062108	0
chr20:31061937-31062058	0
chr20:31061828-31061943	0
chr20:31061803-31061924	0
chr20:31061778-31061901	0
chr20:31061625-31061746	0
chr20:31061282-31061401	0
chr20:31061072-31061229	0
chr20:31060949-31061067	0
chr20:31060822-31060965	0
chr20:31060712-31060868	0
chr20:31060574-31060693	0
chr20:31060459-31060576	0
chr20:31060400-31060517	0
chr20:31060333-31060448	0
chr20:31060278-31060395	0
chr20:31060108-31060233	0
chr20:31060080-31060207	0
chr20:31060035-31060159	0
chr20:31059990-31060114	0
chr20:31059877-31059994	0
chr20:31059844-31059976	0
chr20:31059730-31059859	0
chr20:31059504-31059619	0
chr20:31059418-31059561	0
chr20:31059324-31059478	0
chr20:31059251-31059388	0
chr20:31059118-31059241	1
chr20:31059071-31059188	0
chr20:31058896-31059011	0
chr20:31058686-31058809	0
chr20:31058580-31058704	0
chr20:31058338-31058463	0
chr20:31058284-31058429	0
chr20:31058181-31058296	0
chr20:31058150-31058265	0
chr20:31058100-31058223	0
chr20:31058053-31058169	0
chr20:31057998-31058119	1
chr20:31057980-31058095	0
chr20:31057923-31058069	0
chr20:31057884-31057999	0
chr20:31057859-31057980	0
chr20:31057748-31057865	0
chr20:31057637-31057780	0
chr20:31057615-31057730	0
chr20:31057560-31057677	0
chr20:31057504-31057627	0
chr20:31057152-31057270	0
chr20:31056901-31057016	0
chr20:31056773-31056901	0
chr20:31056756-31056872	0
chr20:31056612-31056759	0
chr20:31056190-31056315	0
chr20:31055928-31056046	0
chr20:31055496-31055614	0
chr20:31055266-31055387	0
chr20:31055071-31055212	0
chr20:31055021-31055136	0
chr20:31054939-31055067	0
chr20:31054858-31054975	0
chr20:31054712-31054842	0
chr20:31054637-31054791	0
chr20:31054368-31054487	0
chr20:31054312-31054436	0
chr20:31054247-31054368	0
chr20:31054209-31054332	0
chr20:31054157-31054272	0
chr20:31054019-31054153	0
chr20:31053931-31054062	0
chr20:31053719-31053834	0
chr20:31053572-31053697	1
chr20:31052871-31053027	0
chr20:31052788-31052906	0
chr20:31052761-31052886	0
chr20:31052700-31052852	0
chr20:31052537-31052652	0
chr20:31052501-31052622	0
chr20:31052409-31052537	0
chr20:31052392-31052508	0
chr20:31052332-31052477	0
chr20:31052248-31052380	1
chr20:31052211-31052332	0
chr20:31052182-31052298	0
chr20:31052091-31052225	1
chr20:31051987-31052118	0
chr20:31051605-31051723	
chr20:30689653-30689763	
chr20:30685433-30685553	
chr20:30399240-30399350	1
chr20:30286068-30286183	
chr20:30282171-30282282	
chr20:30214980-30215090	0
chr20:30167789-30167901	0
chr20:29641705-29641817	0
chr20:29485698-29485808	0
chr20:29431664-29431774	
chr20:29416012-29416124	0
chr20:28898720-28898839	0
chr20:28898167-28898284	0
chr20:28898147-28898266	0
chr20:28898125-28898242	0
chr20:28898047-28898169	0
chr20:26081080-26081197	0
chr20:26060012-26060122	
chr20:25919693-25919810	0
chr20:25867652-25867764	0
chr20:25857832-25857977	
chr20:25797953-25798065	0
